Post_ID,Platform,Hashtag,Content_Type,Region,Views,Likes,Shares,Comments,Engagement_Level,Engagement_Score,Spike,Engagement_Z,Advanced_Spike,Cluster
Post_69,Twitter,#Fitness,Tweet,USA,581577,341805,67524,485,High,409814,False,0.560004230426532,False,1
Post_70,YouTube,#Fitness,Tweet,Australia,4226427,421149,53769,27804,Medium,502722,True,1.1873795666248583,False,1
Post_71,Twitter,#Dance,Reel,Japan,485214,50577,92342,43775,Medium,186694,False,-0.9466473497664608,False,1
Post_72,Instagram,#Education,Tweet,Australia,1419701,68719,98115,36515,Low,203349,False,-0.8341819407125244,False,1
Post_73,TikTok,#Fashion,Post,Germany,4378457,136878,89273,41624,Medium,267775,False,-0.3991356216666578,False,1
Post_74,TikTok,#Music,Post,India,3647159,216783,79133,7687,High,303603,False,-0.15720162733555998,False,1
Post_75,YouTube,#Gaming,Video,USA,1750105,125485,942,20317,Low,146744,False,-1.2164157731651255,False,1
Post_76,Instagram,#Dance,Tweet,India,1796369,145118,68421,16720,High,230259,False,-0.6524680915596316,False,1
Post_77,Twitter,#Fitness,Shorts,India,1535141,15408,23087,23147,Medium,61642,False,-1.7910799125411745,False,1
Post_78,Twitter,#Challenge,Video,Australia,612594,132163,29340,40557,Medium,202060,False,-0.8428861083661133,False,2
Post_79,Instagram,#Challenge,Reel,USA,4219632,171996,5043,3436,Medium,180475,False,-0.9886420888181828,False,2
Post_80,Twitter,#Viral,Shorts,Japan,3994554,241425,99422,41307,High,382154,False,0.3732258927242275,False,1
Post_81,Instagram,#Challenge,Shorts,India,4290853,211176,66264,14337,Medium,291777,False,-0.23705848278268407,False,2
Post_82,Instagram,#Dance,Live Stream,Australia,284772,338933,22771,18899,Low,380603,False,0.36275253040404404,False,1
Post_83,Instagram,#Gaming,Live Stream,Japan,4637078,219517,5831,32657,Low,258005,False,-0.46510902583699454,False,1
Post_84,Instagram,#Comedy,Shorts,Brazil,3315125,62336,79392,42892,High,184620,False,-0.9606523487684341,False,0
Post_85,Twitter,#Fitness,Shorts,Brazil,4357287,106179,4262,12978,Medium,123419,False,-1.3739213670518302,False,1
Post_86,TikTok,#Fitness,Shorts,Canada,907386,52457,77192,32870,High,162519,False,-1.1098926973424987,False,1
Post_87,Twitter,#Gaming,Post,India,1908555,194688,34182,3500,High,232370,False,-0.6382132444558873,False,1
Post_88,Twitter,#Challenge,Post,Japan,3074269,18233,37713,28599,Medium,84545,False,-1.6364239375449388,False,2
Post_89,YouTube,#Dance,Post,Brazil,4067125,190686,12963,11560,High,215209,False,-0.7540954951178269,False,1
Post_90,YouTube,#Fitness,Reel,Japan,1173157,137342,95328,47250,Low,279920,False,-0.3171246704231839,False,1
Post_91,TikTok,#Fitness,Reel,Germany,2141884,23466,66627,40003,High,130096,False,-1.3288339136592673,False,1
Post_92,Twitter,#Comedy,Post,India,4567233,66980,96596,49121,Low,212697,False,-0.7710581554326567,False,0
Post_93,Twitter,#Gaming,Post,UK,506074,69145,31191,43362,Low,143698,False,-1.2369843493271364,False,1
Post_94,YouTube,#Comedy,Tweet,UK,3210080,195970,75414,4473,High,275857,False,-0.34456069305819703,False,0
Post_95,TikTok,#Tech,Video,Germany,128472,444670,64311,7956,Medium,516937,True,1.2833685062647087,False,1
Post_96,TikTok,#Music,Reel,India,1347102,274212,15298,28342,High,317852,False,-0.06098309754813636,False,1
Post_97,TikTok,#Tech,Live Stream,UK,92085,176687,5641,22316,Medium,204644,False,-0.8254372571505402,False,1
Post_98,TikTok,#Tech,Post,Australia,3843536,90333,10903,30677,Medium,131913,False,-1.3165643460668925,False,1
Post_99,Instagram,#Viral,Reel,Germany,965073,263310,39207,27324,High,329841,False,0.019974440077059903,False,1
Post_100,YouTube,#Education,Post,Canada,3096420,364521,73308,29082,Low,466911,False,0.9455603673675472,False,1
Post_101,YouTube,#Gaming,Tweet,Germany,2723916,1349,81918,11870,High,95137,False,-1.5648998539244467,False,1
Post_102,TikTok,#Music,Live Stream,UK,2249678,46464,83075,5710,Medium,135249,False,-1.2940375009991092,False,1
Post_103,Twitter,#Viral,Shorts,Germany,3311289,352538,55203,5369,Medium,413110,False,0.5822609694383467,False,1
Post_104,Instagram,#Music,Tweet,India,3588997,241125,65026,30917,Medium,337068,False,0.0687758517391913,False,1
Post_105,Instagram,#Fitness,Post,Japan,13562,11483,33641,30457,Medium,75581,False,-1.6969547046875078,False,1
Post_106,Twitter,#Fitness,Live Stream,USA,3926751,302919,49216,30399,Low,382534,False,0.37579190025592946,False,1
Post_107,YouTube,#Music,Tweet,UK,2750317,59766,75524,27938,High,163228,False,-1.105105067500455,False,1
Post_108,TikTok,#Challenge,Reel,Germany,4655757,383024,45530,48504,Medium,477058,True,1.0140795211153883,False,2
Post_109,Instagram,#Fitness,Video,USA,4844012,452777,44862,23870,High,521509,True,1.3142416284619225,False,1
Post_110,Twitter,#Dance,Video,USA,3868789,188191,4660,26605,Medium,219456,False,-0.7254169846253581,False,1
Post_111,Twitter,#Viral,Tweet,Australia,2517364,418305,51641,34605,High,504551,True,1.1997301660340238,False,1
Post_112,Instagram,#Dance,Video,Brazil,1994041,310266,87995,40217,Medium,438478,False,0.753562230133649,False,1
Post_113,TikTok,#Education,Shorts,Australia,1402998,241244,56779,14849,High,312872,False,-0.09461130151623023,False,1
Post_114,YouTube,#Fashion,Live Stream,Brazil,702950,17361,62405,10538,Low,90304,False,-1.597535418136856,False,1
Post_115,Instagram,#Education,Tweet,Canada,1599554,364748,16705,8949,High,390402,False,0.4289217614649581,False,1
Post_116,TikTok,#Tech,Post,Australia,4600976,443617,98343,18038,High,559998,True,1.574144428166333,False,1
Post_117,Twitter,#Viral,Shorts,USA,2495410,213884,16804,17614,Low,248302,False,-0.5306300023635839,False,1
Post_118,TikTok,#Dance,Video,Germany,1838563,289125,77191,27066,High,393382,False,0.4490446626346207,False,1
Post_119,YouTube,#Tech,Shorts,India,2920650,416403,56902,2675,Low,475980,True,1.0068001629070338,False,1
Post_120,TikTok,#Viral,Video,Germany,1772623,361245,30503,13260,Low,405008,False,0.5275509878019017,False,1
Post_121,Instagram,#Comedy,Shorts,Australia,2484315,101605,80028,36281,High,217914,False,-0.7358295730829486,False,0
Post_122,YouTube,#Comedy,Live Stream,India,4927173,22341,38730,42476,Medium,103547,False,-1.5081100556570433,False,0
Post_123,TikTok,#Challenge,Video,UK,3924183,283030,30676,43977,Low,357683,False,0.20798176033402166,False,2
Post_124,Instagram,#Music,Post,USA,4646060,21362,31562,19778,Medium,72702,False,-1.7163955880658497,False,1
Post_125,YouTube,#Fitness,Video,USA,3901900,20166,30661,25363,Low,76190,False,-1.6928423399853856,False,1
Post_126,Instagram,#Fashion,Video,Japan,962137,319381,69098,38387,Low,426866,False,0.675150442085957,False,1
Post_127,TikTok,#Education,Video,Germany,3859007,277223,81798,46985,Medium,406006,False,0.5342901338983188,False,1
Post_128,Twitter,#Challenge,Shorts,UK,3837223,140163,85932,40674,Medium,266769,False,-0.4059287889742687,False,2
Post_129,Instagram,#Comedy,Post,UK,1029488,449148,87211,35005,High,571364,True,1.650895063969818,False,0
Post_130,Twitter,#Fashion,Post,Germany,879364,232290,7501,23547,Low,263338,False,-0.42909713592497756,False,1
Post_131,TikTok,#Comedy,Live Stream,USA,4828597,131837,43770,9395,Low,185002,False,-0.9580728359339337,False,0
Post_132,YouTube,#Education,Video,India,3487375,107303,83451,45313,High,236067,False,-0.6132486922329872,False,1
Post_133,TikTok,#Dance,Tweet,India,3418884,311286,82479,7832,High,401597,False,0.5045176938791771,False,1
Post_134,YouTube,#Challenge,Reel,Brazil,1337059,318166,72711,32791,High,423668,False,0.6535554629112654,False,2
Post_135,TikTok,#Education,Live Stream,Canada,707841,133933,46058,45912,High,225903,False,-0.6818826410546149,False,1
Post_136,TikTok,#Fitness,Shorts,Australia,1851460,345987,13274,43872,Low,403133,False,0.5148897664283724,False,1
Post_137,Instagram,#Fashion,Tweet,Canada,1438248,223413,84930,42774,Low,351117,False,0.16364385124677178,False,1
Post_138,Instagram,#Fashion,Live Stream,Brazil,4027409,80497,44156,14597,Medium,139250,False,-1.2670201427508474,False,1
Post_139,Instagram,#Music,Video,India,3488909,443844,19877,22056,Low,485777,True,1.0729558886651493,False,1
Post_140,TikTok,#Fitness,Video,USA,1089083,150418,45387,25632,Medium,221437,False,-0.712039982203512,False,1
Post_141,TikTok,#Fashion,Live Stream,Germany,682046,480038,71997,18117,High,570152,True,1.6427108504739687,False,1
Post_142,YouTube,#Tech,Live Stream,Brazil,4849297,86843,16843,14705,Low,118391,False,-1.4078736982870865,False,1
Post_143,Instagram,#Challenge,Tweet,USA,4283565,107901,84854,4738,Low,197493,False,-0.8737254673063312,False,2
Post_144,Twitter,#Comedy,Shorts,India,50082,70708,277,25036,Low,96021,False,-1.5589305100875401,False,0
Post_145,Twitter,#Viral,Post,USA,3940355,82304,68754,15897,Low,166955,False,-1.0799379357355783,False,1
Post_146,Instagram,#Education,Reel,Canada,964498,194879,76029,34998,High,305906,False,-0.14165027116316636,False,1
Post_147,TikTok,#Tech,Shorts,UK,636824,363548,17456,8176,Low,389180,False,0.42067002145511656,False,1
Post_148,TikTok,#Comedy,Reel,India,4179125,94325,72341,7328,Low,173994,False,-1.0324060225364995,False,0
Post_149,Instagram,#Gaming,Video,Brazil,1292958,95304,3716,44880,Low,143900,False,-1.2356203137444948,False,1
Post_150,Instagram,#Viral,Reel,UK,4103477,75909,5645,4052,Low,85606,False,-1.6292593744103712,False,1
Post_151,Twitter,#Education,Reel,Germany,3529777,68367,38326,879,High,107572,False,-1.4809306337752004,False,1
Post_152,Instagram,#Fashion,Reel,USA,4593170,34210,33344,11022,Low,78576,False,-1.6767305137468569,False,1
Post_153,TikTok,#Challenge,Shorts,Brazil,3251679,498580,96093,9968,Medium,604641,True,1.8756030445815168,False,2
Post_154,Instagram,#Tech,Shorts,Canada,41081,319140,6541,23057,Low,348738,False,0.14757929356803778,False,1
Post_155,Twitter,#Dance,Shorts,Canada,2127698,193956,14856,32442,Medium,241254,False,-0.5782226894252557,False,1
Post_156,YouTube,#Education,Shorts,Australia,4765117,177035,49884,46238,Medium,273157,False,-0.36279285183607923,False,1
Post_157,Twitter,#Fitness,Reel,India,2114283,462542,14404,37153,Low,514099,True,1.2642044815937346,False,1
Post_158,YouTube,#Fashion,Reel,Canada,4391275,392281,14429,27404,High,434114,False,0.724093659427472,False,1
Post_159,TikTok,#Gaming,Post,India,1246500,471547,15048,40514,High,527109,True,1.35205647629753,False,1
Post_160,Twitter,#Music,Tweet,Germany,4555977,1087,23157,12611,Medium,36855,False,-1.9584578827735326,False,1
Post_161,Twitter,#Gaming,Tweet,India,400424,56569,59897,49341,Medium,165807,False,-1.0876899795418777,False,1
Post_162,Instagram,#Challenge,Video,Brazil,3201846,335416,50986,16715,High,403117,False,0.5147817240059849,False,2
Post_163,TikTok,#Gaming,Video,Germany,102418,107650,94514,26548,Medium,228712,False,-0.6629144432742182,False,1
Post_164,Twitter,#Comedy,Tweet,Australia,4253909,448284,39383,32995,Low,520662,True,1.3085221327267869,False,0
Post_165,TikTok,#Fitness,Live Stream,Australia,1551922,47511,7404,25497,Low,80412,False,-1.664332645777897,False,1
Post_166,YouTube,#Challenge,Post,Germany,3587143,430347,96428,42640,Medium,569415,True,1.6377341463927468,False,2
Post_167,Instagram,#Fashion,Video,USA,2252593,61466,13181,29007,High,103654,False,-1.5073875219573272,False,1
Post_168,YouTube,#Challenge,Video,Australia,2547290,382792,78654,30532,Medium,491978,True,1.1148290799916856,False,2
Post_169,YouTube,#Viral,Reel,USA,2946297,223304,83502,10855,Low,317661,False,-0.06227285396538655,False,1
Post_170,Twitter,#Education,Video,India,4459268,356292,52389,33857,Low,442538,False,0.7809779948144645,False,1
Post_171,Instagram,#Music,Live Stream,Australia,1630617,435112,71742,49750,High,556604,True,1.5512259293173953,False,1
Post_172,Instagram,#Education,Live Stream,USA,4709770,389553,55435,16799,Medium,461787,False,0.9109597815979663,False,1
Post_173,Instagram,#Fitness,Tweet,Australia,2275387,271817,72208,27046,High,371071,False,0.2983862572667206,False,1
Post_174,TikTok,#Tech,Tweet,Brazil,2784320,373955,22997,15361,High,412313,False,0.5768791062731718,False,1
Post_175,Twitter,#Music,Tweet,USA,3674194,19972,97555,24310,Medium,141837,False,-1.2495510335810767,False,1
Post_176,YouTube,#Music,Post,UK,2126429,36274,51278,44234,Medium,131786,False,-1.317421932794593,False,1
Post_177,YouTube,#Fitness,Shorts,USA,1598712,280260,58128,4485,High,342873,False,0.10797499311163808,False,1
Post_178,Twitter,#Fashion,Video,Australia,3464211,115302,63150,37858,Medium,216310,False,-0.7466608259272906,False,1
Post_179,Twitter,#Fitness,Reel,UK,1519290,495937,13211,49107,Low,558255,True,1.5623745567775003,False,1
Post_180,Instagram,#Fitness,Tweet,Canada,4888613,414422,11933,23903,High,450258,False,0.8331084636164092,False,1
Post_181,Twitter,#Viral,Shorts,USA,3712060,302466,63802,49953,Low,416221,False,0.6032684679413066,False,1
Post_182,Instagram,#Tech,Reel,UK,4003071,22251,13517,13392,Low,49160,False,-1.875366507306184,False,1
Post_183,Instagram,#Dance,Video,Germany,681752,197632,98860,19379,High,315871,False,-0.07436009996998254,False,1
Post_184,Instagram,#Gaming,Shorts,Germany,4684548,122401,82864,42106,Low,247371,False,-0.5369167208162536,False,1
Post_185,Instagram,#Tech,Video,UK,3916842,292224,72417,38211,High,402852,False,0.5129922713851928,False,1
Post_186,TikTok,#Dance,Reel,UK,798887,326922,87308,21689,Medium,435919,False,0.7362821952030562,False,1
Post_187,Twitter,#Gaming,Video,Australia,688077,243607,79071,12078,High,334756,False,0.053163721704204754,False,1
Post_188,Twitter,#Challenge,Reel,Japan,1520250,214233,80,10917,Medium,225230,False,-0.6864271754462871,False,2
Post_189,TikTok,#Fashion,Post,Australia,496652,106618,64875,44200,High,215693,False,-0.7508272118406065,False,1
Post_190,TikTok,#Education,Reel,India,479620,337321,99486,26524,Medium,463331,False,0.9213858753583553,False,1
Post_191,YouTube,#Education,Reel,USA,4221739,291223,61415,44293,Low,396931,False,0.47300982245043693,False,1
Post_192,Twitter,#Education,Live Stream,Brazil,4425196,324343,33641,22289,High,380273,False,0.3605241554423029,False,1
Post_193,Instagram,#Comedy,Shorts,UK,4236960,259668,86293,16169,Low,362130,False,0.23801080110633357,False,0
Post_194,TikTok,#Education,Reel,India,2488223,177673,86535,39991,Low,304199,False,-0.15317704710162744,False,1
Post_195,YouTube,#Dance,Live Stream,UK,2809035,359231,78623,27822,Medium,465676,False,0.9372208428895159,False,1
Post_196,YouTube,#Music,Shorts,Brazil,444252,398838,7767,19133,High,425738,False,0.6675334513076417,False,1
Post_197,Instagram,#Fashion,Reel,India,907575,42770,5219,47956,Low,95945,False,-1.5594437115938806,False,1
Post_198,TikTok,#Dance,Post,Canada,2440215,199343,53628,10359,Medium,263330,False,-0.4291511571361713,False,1
Post_199,TikTok,#Comedy,Shorts,USA,3982001,131915,64092,22170,Medium,218177,False,-0.7340536257649549,False,0
Post_200,Twitter,#Fashion,Reel,Brazil,3802724,457464,83495,19409,High,560368,True,1.5766429091840428,False,1
Post_201,YouTube,#Dance,Shorts,Australia,3049554,441149,46483,36909,Low,524541,True,1.3347156675043443,False,1
Post_202,YouTube,#Fashion,Video,Germany,3186810,312491,66586,7390,Medium,386467,False,0.4023500782090445,False,1
Post_203,YouTube,#Gaming,Live Stream,Australia,810296,77866,87591,41350,High,206807,False,-0.8108312721740367,False,1
Post_204,Twitter,#Dance,Post,UK,4459224,957,54290,47674,High,102921,False,-1.5123372154329524,False,1
Post_205,Instagram,#Viral,Post,USA,741152,226355,58251,46227,High,330833,False,0.026673070265081814,False,1
Post_206,Twitter,#Fashion,Tweet,USA,2945128,368541,66690,3800,Medium,439031,False,0.7572964463574152,False,1
Post_207,Twitter,#Music,Post,Canada,2302342,153529,52488,41257,High,247274,False,-0.5375717280019775,False,1
Post_208,YouTube,#Fashion,Shorts,Australia,469793,295293,29190,9480,Medium,333963,False,0.04780886914462676,False,1
Post_209,Twitter,#Comedy,Live Stream,UK,2452099,320043,91765,2987,Low,414795,False,0.593639187046025,False,0
Post_210,TikTok,#Tech,Live Stream,UK,2651939,209375,2127,12291,Low,223793,False,-0.6961307355069599,False,1
Post_211,TikTok,#Fitness,Shorts,India,1580449,299597,35471,1908,High,336976,False,0.06815460781046347,False,1
Post_212,Instagram,#Dance,Tweet,India,4764800,52536,65976,47528,Medium,166040,False,-1.0861166117658605,False,1
Post_213,Twitter,#Comedy,Tweet,Japan,4336145,295452,2342,22411,Medium,320205,False,-0.04509410880578197,False,0
Post_214,Instagram,#Viral,Shorts,Japan,4316287,188239,34891,39029,Medium,262159,False,-0.4370585119246528,False,1
Post_215,Twitter,#Gaming,Tweet,Japan,1516746,272088,48475,36816,Medium,357379,False,0.2059289543086601,False,1
Post_216,TikTok,#Fitness,Post,USA,4497673,460735,96637,47633,Medium,605005,True,1.8780610096908312,False,1
Post_217,YouTube,#Dance,Live Stream,UK,1200639,381211,2574,40242,Medium,424027,False,0.6559796647635838,False,1
Post_218,YouTube,#Viral,Tweet,USA,3115115,81186,14964,1885,Low,98035,False,-1.54533067016952,False,1
Post_219,Twitter,#Dance,Tweet,India,89968,450376,40577,19844,Medium,510797,True,1.2419072266735247,False,1
Post_220,TikTok,#Dance,Tweet,Japan,2177828,478703,86167,17109,Medium,581979,True,1.722574458572492,False,1
Post_221,Twitter,#Viral,Shorts,India,306511,404600,32664,35337,Medium,472601,False,0.9839829538290842,False,1
Post_222,Instagram,#Music,Reel,UK,4422912,199110,95413,32057,Low,326580,False,-0.002045956135782287,False,1
Post_223,Instagram,#Tech,Post,UK,4326885,300734,1870,1496,Medium,304100,False,-0.15384555959014978,False,1
Post_224,YouTube,#Music,Live Stream,Germany,4732360,84552,21664,36363,Medium,142579,False,-1.2445405662428586,False,1
Post_225,YouTube,#Gaming,Video,Japan,2510808,348707,17968,46925,High,413600,False,0.5855697686239624,False,1
Post_226,Instagram,#Education,Video,USA,2710672,252420,23167,5670,Low,281257,False,-0.3080963755024326,False,1
Post_227,TikTok,#Fitness,Shorts,Australia,4096796,365062,58371,48138,Medium,471571,False,0.9770277228878921,False,1
Post_228,YouTube,#Gaming,Live Stream,UK,940184,131729,1559,12135,Low,145423,False,-1.2253360256634893,False,1
Post_229,Twitter,#Viral,Shorts,USA,2184148,326178,46185,1902,High,374265,False,0.31995422583581534,False,1
Post_230,Instagram,#Challenge,Shorts,Australia,1498512,205870,16834,34865,Medium,257569,False,-0.4680531818470526,False,2
Post_231,Instagram,#Dance,Video,Germany,4300552,428951,18627,12148,Low,459726,False,0.8970425670641828,False,1
Post_232,YouTube,#Challenge,Reel,Japan,3267055,133930,81976,22080,Low,237986,False,-0.6002903541978923,False,2
Post_233,TikTok,#Fitness,Post,Canada,2095875,78244,43598,16006,Low,137848,False,-1.2764873600125477,False,1
Post_234,YouTube,#Education,Shorts,USA,1465227,158579,8809,33511,High,200899,False,-0.8507259366406027,False,1
Post_235,YouTube,#Viral,Reel,Japan,1715566,326676,69635,19235,Low,415546,False,0.5987104282468361,False,1
Post_236,Instagram,#Fitness,Reel,Brazil,4708687,133736,49028,3765,Medium,186529,False,-0.9477615372473314,False,1
Post_237,YouTube,#Challenge,Tweet,UK,1091635,198291,5604,31314,Medium,235209,False,-0.6190424671335142,False,2
Post_238,TikTok,#Dance,Reel,UK,1111002,266261,22269,39363,Low,327893,False,0.006820275151387843,False,1
Post_239,YouTube,#Comedy,Post,Japan,869375,123390,59716,46989,Low,230095,False,-0.653575526389103,False,0
Post_240,Twitter,#Gaming,Video,Japan,2551247,384714,36284,18974,High,439972,False,0.7636506913240771,False,1
Post_241,YouTube,#Viral,Shorts,India,920528,400658,58158,26810,High,485626,True,1.0719362383038677,False,1
